audio_file|text|speaker_name
wavs/bolsonaro-2_00000008.wav|e que os governos têm que levar essa população em conta.|bolsonaro
wavs/bolsonaro-2_00000010.wav|se fecharmos ou limitarmos movimentações, o que acontecerá com essas pessoas que têm que trabalhar todos os dias e que têm que ganhar o pão de cada dia, todos os dias?|bolsonaro
wavs/bolsonaro-2_00000011.wav|ele prossegue.|bolsonaro
wavs/bolsonaro-2_00000013.wav|o diretor da oms afirma ainda que, com relação a cada medida, temos que ver o que significa para o indivíduo nas ruas.|bolsonaro
wavs/bolsonaro-2_00000014.wav|e complementa.|bolsonaro
wavs/bolsonaro-2_00000015.wav|eu venho de família pobre.|bolsonaro
wavs/bolsonaro-2_00000016.wav|eu sei o que significa estar sempre preocupado com seu pão diário.|bolsonaro
wavs/bolsonaro-2_00000017.wav|e isso deve ser levado em conta, porque todo indivíduo importa.|bolsonaro
wavs/bolsonaro-2_00000018.wav|a maneira como cada indivíduo é afetado pelas nossas ações tem que ser considerada.|bolsonaro
wavs/bolsonaro-2_00000019.wav|não me valho dessas palavras para negar a importância das medidas de prevenção e controle da pandemia, mas para mostrar que, da mesma forma, precisamos pensar nas mais vulneráveis.|bolsonaro
wavs/bolsonaro-2_00000020.wav|essa tem sido a minha preocupação desde o princípio.|bolsonaro
wavs/bolsonaro-2_00000021.wav|o que será do camelô?|bolsonaro
wavs/bolsonaro-2_00000022.wav|do ambulante?|bolsonaro
wavs/bolsonaro-2_00000023.wav|do vendedor de churrasquinho?|bolsonaro
wavs/bolsonaro-2_00000024.wav|da diarista?|bolsonaro
wavs/bolsonaro-2_00000026.wav|do caminhoneiro e dos outros autônomos com quem venho mantendo contato durante toda minha vida pública?|bolsonaro
wavs/bolsonaro-2_00000027.wav|por isso, determinei ao nosso ministro da saúde que não poupasse esforços, apoiando através do sus todos os estados do brasil, aumentando a capacidade da rede de saúde e preparando-a para o combate à pandemia.|bolsonaro
wavs/bolsonaro-2_00000029.wav|determinei ainda ao nosso ministro da economia que adotasse todas as medidas possíveis para proteger, sobretudo, o emprego e a renda dos brasileiros.|bolsonaro
wavs/bolsonaro-2_00000031.wav|adiamos também o pagamento de dívidas dos estados e municípios, só para citar algumas das medidas adotadas.|bolsonaro
wavs/bolsonaro-2_00000032.wav|além disso, no dia de hoje, em comum acordo com a indústria farmacêutica, decidimos adiar, por sessenta dias, o reajuste de medicamentos no brasil.|bolsonaro
wavs/bolsonaro-2_00000033.wav|temos uma missão, salvar vidas sem deixar para trás os empregos.|bolsonaro
wavs/bolsonaro-2_00000034.wav|por um lado, temos que ter cautela e precaução com todos, principalmente junto aos mais idosos e portadores de doenças pré-existentes.|bolsonaro
wavs/bolsonaro-2_00000035.wav|por outro, temos que combater o desemprego, que cresce rapidamente, em especial entre os mais pobres.|bolsonaro
wavs/bolsonaro-2_00000036.wav|vamos cumprir essa missão, ao mesmo tempo em que cuidamos da saúde das pessoas.|bolsonaro
wavs/bolsonaro-2_00000037.wav|o vírus é uma realidade.|bolsonaro
wavs/bolsonaro-2_00000038.wav|ainda não existe vacina contra ele ou remédio com eficiência cientificamente comprovada, apesar da hidroxicloroquina parecer bastante eficaz.|bolsonaro
wavs/bolsonaro-2_00000039.wav|o coronavírus veio e um dia irá embora.|bolsonaro
wavs/bolsonaro-2_00000040.wav|infelizmente, teremos perdas neste caminho.|bolsonaro
wavs/bolsonaro-2_00000041.wav|eu mesmo já perdi entes queridos no passado e sei o quanto é doloroso.|bolsonaro
wavs/bolsonaro-2_00000042.wav|todos nós temos que evitar ao máximo qualquer perda de vida humana.|bolsonaro
wavs/bolsonaro-2_00000043.wav|como disse o diretor-geral da oms, todo indivíduo importa.|bolsonaro
wavs/bolsonaro-2_00000044.wav|ao mesmo tempo, devemos evitar a destruição de empregos, que já vem trazendo muito sofrimento para os trabalhadores brasileiros.|bolsonaro
wavs/bolsonaro-2_00000045.wav|na última reunião do gvinte, nós, os chefes de estado e de governo, nos comprometemos a proteger vidas e a preservar empregos.|bolsonaro
wavs/bolsonaro-2_00000046.wav|assim o farei.|bolsonaro
wavs/bolsonaro-2_00000047.wav|desde fevereiro, determinei o emprego das forças armadas no combate ao coronavírus.|bolsonaro
wavs/bolsonaro-2_00000048.wav|o ministério da defesa realizou o resgate de brasileiros na china.|bolsonaro
wavs/bolsonaro-2_00000049.wav|agora as forças armadas atuam em apoio às áreas de saúde e segurança em todo o brasil.|bolsonaro
wavs/bolsonaro-2_00000050.wav|foi ativado um centro de operações que coordena as ações e dez comandos conjuntos foram criados, cobrindo todo o território nacional.|bolsonaro
wavs/bolsonaro-2_00000051.wav|realizo ações que vão desde a montagem de postos de triagens de pacientes, apoio a campanhas informativas e campanhas de vacinação, logística e transporte de medicamentos.|bolsonaro
wavs/bolsonaro-2_00000052.wav|os laboratórios químico-farmacêuticos militares entraram com força total e, em doze dias, serão produzidos um milhão de comprimidos de cloroquina, além de álcool ou gel.|bolsonaro
wavs/bolsonaro-2_00000053.wav|repito, o efeito colateral das medidas de combate ao coronavírus não pode ser pior do que a própria doença.|bolsonaro
wavs/bolsonaro-2_00000054.wav|a minha obrigação como presidente vai para além dos próximos meses.|bolsonaro
wavs/bolsonaro-2_00000055.wav|preparar o brasil para sua retomada, reorganizar nossa economia e mobilizar todos os nossos recursos e energia para tornar o brasil ainda mais forte após a pandemia.|bolsonaro
wavs/bolsonaro-2_00000057.wav|com este mesmo espírito, agradeço e reafirmo a importância da colaboração e a necessária união de todos num grande pacto pela preservação da vida e dos empregos.|bolsonaro
wavs/bolsonaro-2_00000058.wav|parlamento, judiciário, governadores, prefeitos e sociedade.|bolsonaro
wavs/bolsonaro-2_00000059.wav|deus abençoe o nosso amado brasil.|bolsonaro
wavs/bolsonaro-3_00000000.wav|naquele histórico sete de setembro de mil oitocentos e vinte e dois, às margens do ipiranga, o brasil dizia ao mundo que nunca mais aceitaria ser submisso a qualquer outra nação e que os brasileiros jamais abririam mão da sua liberdade.|bolsonaro
wavs/bolsonaro-3_00000002.wav|posteriormente, ondas de imigrantes se sucederam, trazendo esperanças que em suas terras haviam perdido.|bolsonaro
wavs/bolsonaro-3_00000003.wav|religiões, crenças, comportamentos e visões eram assimilados e respeitados.|bolsonaro
wavs/bolsonaro-3_00000004.wav|o brasil desenvolveu o senso de tolerância.|bolsonaro
wavs/bolsonaro-3_00000005.wav|os diferentes tornavam-se iguais.|bolsonaro
wavs/bolsonaro-3_00000006.wav|o legado dessa mistura é um conjunto de preciosidades culturais, étnicas e religiosas, que foram integradas aos costumes nacionais e orgulhosamente assumidas como brasileiras.|bolsonaro
wavs/bolsonaro-3_00000007.wav|passados quase dois séculos da independência, nos quais enfrentou e superou inúmeros desafios, o brasil consolidou sua posição no concerto das nações.|bolsonaro
wavs/bolsonaro-3_00000008.wav|ainda no século xix, durante o período do império, fomos invadidos e agredidos, derrotando a todos.|bolsonaro
wavs/bolsonaro-3_00000009.wav|já no século xx, durante a segunda guerra mundial, a força expedicionária brasileira foi à europa para ajudar o mundo a derrotar o nazismo e o fascismo.|bolsonaro
wavs/bolsonaro-3_00000010.wav|nos anos sessenta, quando a sombra do comunismo nos ameaçou, milhões de brasileiros identificados com os anseios nacionais de preservação das instituições democráticas foram às contra um país tomado pela radicalização ideológica, greves, desordem social e corrupção generalizada.|bolsonaro
wavs/bolsonaro-3_00000011.wav|o sangue dos brasileiros sempre foi derramado por liberdade.|bolsonaro
wavs/bolsonaro-3_00000014.wav|a independência do brasil merece ser comemorada hoje, nos nossos lares e em nossos corações.|bolsonaro
wavs/bolsonaro-3_00000015.wav|a independência nos deu a liberdade para decidir nossos destinos e a usamos para escolher a democracia.|bolsonaro
wavs/bolsonaro-3_00000016.wav|formamos um povo que acredita poder fazer melhor.|bolsonaro
wavs/bolsonaro-3_00000017.wav|somos uma nação temente a deus, que respeita a família e que ama a sua pátria.|bolsonaro
wavs/bolsonaro-3_00000018.wav|orgulho de ser brasileiro.|bolsonaro
wavs/bolsonaro-4_00000000.wav|boa noite.|bolsonaro
wavs/bolsonaro-4_00000001.wav|vivemos um momento ímpar em nossa história.|bolsonaro
wavs/bolsonaro-4_00000002.wav|ser presidente da república é olhar o todo, e não apenas as partes.|bolsonaro
wavs/bolsonaro-4_00000003.wav|não restam dúvidas de que o nosso objetivo principal sempre foi salvar vidas.|bolsonaro
wavs/bolsonaro-4_00000004.wav|gostaria, antes de mais nada, de me solidarizar com as famílias que perderam seus entes queridos nessa guerra que estamos enfrentando.|bolsonaro
wavs/bolsonaro-4_00000005.wav|tenho a responsabilidade de decidir sobre as questões do país de forma ampla, usando a equipe de ministros que escolhi para conduzir os destinos da nação.|bolsonaro
wavs/bolsonaro-4_00000006.wav|todos devem estar sintonizados comigo.|bolsonaro
wavs/bolsonaro-4_00000007.wav|sempre afirmei que tínhamos dois problemas a resolver, o vírus e os empregos, que deveriam ser tratados simultaneamente.|bolsonaro
wavs/bolsonaro-4_00000008.wav|respeito à autonomia dos governadores e prefeitos, muitas medidas, de forma restritiva ou não, são de responsabilidade exclusiva dos mesmos.|bolsonaro
wavs/bolsonaro-4_00000009.wav|o governo federal não foi consultado sobre sua amplitude ou duração.|bolsonaro
wavs/bolsonaro-4_00000010.wav|espero que, brevemente, saiamos juntos e mais fortes para que possamos melhor desenvolver o nosso país.|bolsonaro
wavs/bolsonaro-4_00000012.wav|ou seja, a solução não é a mesma para todos.|bolsonaro
wavs/bolsonaro-4_00000013.wav|os mais humildes não podem deixar de se locomover para buscar o seu pão de cada dia.|bolsonaro
wavs/bolsonaro-4_00000015.wav|o desemprego também leva à pobreza, à fome, à miséria, enfim, à própria morte.|bolsonaro
wavs/bolsonaro-4_00000016.wav|com esse espírito, instrui meus ministros.|bolsonaro
wavs/bolsonaro-4_00000017.wav|após ouvir médicos, pesquisadores e chefes de estado de outros países, passei a divulgar, nos últimos quarenta dias, a possibilidade de tratamento da doença desde sua fase inicial.|bolsonaro
wavs/bolsonaro-4_00000018.wav|há pouco, conversei com o doutor|bolsonaro
wavs/bolsonaro-4_00000019.wav|roberto calil.|bolsonaro
wavs/bolsonaro-4_00000020.wav|cumprimentei-o pela honestidade e compromisso com o juramento de hipócrates, ao assumir que não só usou a hidroxicloroquina, bem como a ministrou para dezenas de pacientes.|bolsonaro
wavs/bolsonaro-4_00000021.wav|todos estão salvos.|bolsonaro
wavs/bolsonaro-4_00000022.wav|disse-me mais que, mesmo não tendo finalizado o protocolo de testes, ministrou o medicamento agora para não se arrepender no futuro.|bolsonaro
wavs/bolsonaro-4_00000023.wav|essa decisão poderá entrar para a história como tendo salvo milhares de vidas no brasil.|bolsonaro
wavs/bolsonaro-4_00000024.wav|parabéns ao doutor|bolsonaro
wavs/bolsonaro-4_00000026.wav|temos mais boas notícias.|bolsonaro
wavs/bolsonaro-4_00000027.wav|fruto de minha conversa direta com o primeiro ministro da índia, receberemos, até sábado, matéria-prima para continuarmos produzindo a hidroxicloroquina, de modo a podermos tratar pacientes da covid-dezanove, bem como malária, lúpus e artrite.|bolsonaro
wavs/bolsonaro-4_00000028.wav|agradeço ao primeiro-ministro, narendra modi, e ao povo indiano por esta ajuda tão oportuna ao povo brasileiro.|bolsonaro
wavs/bolsonaro-4_00000029.wav|a partir de amanhã, começaremos a pagar os r dólar seiscentos de auxílio emergencial para apoiar trabalhadores informais, desempregados e microempreendedores durante três meses.|bolsonaro
wavs/bolsonaro-4_00000031.wav|disponibilizamos r dólar sessenta bilhões via caixa econômica federal para capital de giro destinados a micro, pequenas e médias empresas e à construção civil.|bolsonaro
wavs/bolsonaro-4_00000032.wav|os beneficiários do bolsa família, que são quase sessenta milhões de pessoas, também receberão um abono complementar do auxílio emergencial.|bolsonaro
wavs/bolsonaro-4_00000033.wav|autorizamos ainda, para junho, um saque de até r dólar mil e quarenta e cinco aos que têm conta vinculada ao fgts.|bolsonaro
wavs/bolsonaro-4_00000034.wav|repatriamos mais de onze mil brasileiros que estavam no exterior, num esforço capitaneado pelo itamaraty, ministério da defesa e embratur.|bolsonaro
wavs/bolsonaro-4_00000036.wav|esta sempre foi minha orientação a todos os ministros, observados as normas do ministério da saúde.|bolsonaro
wavs/bolsonaro-4_00000038.wav|sigamos joão oito, trinta e dois.|bolsonaro
wavs/bolsonaro-4_00000039.wav|e conhecereis a verdade e a verdade vos libertará.|bolsonaro
wavs/bolsonaro-4_00000040.wav|desejo a todos uma sexta-feira santa de reflexão e um feliz domingo de páscoa.|bolsonaro
wavs/bolsonaro-4_00000041.wav|deus abençoe o nosso brasil.|bolsonaro
